Date,AAPL,MSFT,GOOGL,GOOG,AMZN,META,TSLA,NVDA,ORCL,INTC,CRM,ADBE,CSCO,AMD,IBM
2024-07-25,216.76148986816406,415.97882080078125,166.6751251220703,168.55413818359375,179.85000610351562,452.21044921875,220.25,112.25233459472656,136.68264770507812,30.90395736694336,255.42465209960938,532.1500244140625,46.25558853149414,138.32000732421875,187.57762145996094
2024-07-26,217.22991943359375,422.8090515136719,166.39613342285156,168.07586669921875,182.5,464.4679870605469,219.8000030517578,113.03214263916016,137.86280822753906,31.152381896972656,261.5882263183594,542.4400024414062,46.88225173950195,139.99000549316406,187.35287475585938
2024-07-29,217.50897216796875,424.2606506347656,168.91697692871094,170.51708984375,183.1999969482422,464.4779052734375,232.10000610351562,111.5625,137.16859436035156,30.63566017150879,257.48583984375,536.6099853515625,46.989959716796875,139.75,187.10861206054688
2024-07-30,218.0670928955078,420.4726867675781,169.6742401123047,171.24447631835938,181.7100067138672,461.964599609375,222.6199951171875,103.7044448852539,134.5503692626953,29.94007110595703,256.82867431640625,538.7100219726562,47.13683319091797,138.44000244140625,186.65916442871094
2024-07-31,221.3361053466797,415.92913818359375,170.91969299316406,172.52984619140625,186.97999572753906,473.57379150390625,232.07000732421875,116.99115753173828,138.29917907714844,30.546226501464844,257.6949157714844,551.6500244140625,47.44037628173828,144.47999572753906,187.73394775390625
2024-08-01,217.62855529785156,414.6962585449219,170.1425323486328,171.8323516845703,184.07000732421875,496.4231872558594,216.86000061035156,109.18309783935547,136.37518310546875,28.866878509521484,251.97943115234375,546.4099731445312,46.402462005615234,132.5399932861328,185.31082153320312
2024-08-02,219.12355041503906,406.1261901855469,166.05735778808594,167.79685974121094,167.89999389648438,486.84857177734375,207.6699981689453,107.24356842041016,132.18011474609375,21.3445987701416,242.9282684326172,526.1699829101562,45.68767166137695,132.5,184.78318786621094
2024-08-05,208.56903076171875,392.8633728027344,158.6741485595703,160.06466674804688,161.02000427246094,474.471435546875,198.8800048828125,100.42524719238281,126.8048324584961,19.983234405517578,237.98944091796875,509.32000732421875,43.80768585205078,134.82000732421875,179.10643005371094
2024-08-06,206.53585815429688,397.29754638671875,157.7176055908203,159.9650115966797,161.92999267578125,492.7828063964844,200.63999938964844,104.22430419921875,127.1519546508789,19.704999923706055,237.40194702148438,514.2000122070312,44.21893310546875,130.17999267578125,182.5164031982422
2024-08-07,209.11717224121094,396.1243591308594,158.36526489257812,160.1742706298828,162.77000427246094,487.6265563964844,191.75999450683594,98.88563537597656,124.86101531982422,18.989999771118164,239.01502990722656,513.6199951171875,44.17976379394531,128.6699981689453,182.5164031982422
2024-08-08,212.59548950195312,400.3597106933594,161.444091796875,163.25318908691406,165.8000030517578,508.28173828125,198.83999633789062,104.94413757324219,127.89575958251953,20.489999771118164,248.05625915527344,530.239990234375,44.87497329711914,136.32000732421875,188.19317626953125
2024-08-09,215.51568603515625,403.67047119140625,163.0781707763672,164.7976531982422,166.94000244140625,516.4002685546875,200.0,104.72418975830078,130.9701690673828,19.709999084472656,251.45172119140625,536.2999877929688,44.52246856689453,134.27000427246094,188.69583129882812
2024-08-12,217.0522918701172,404.4559020996094,161.70315551757812,163.36280822753906,166.8000030517578,514.5850219726562,197.49000549316406,108.99313354492188,131.4858856201172,19.360000610351562,250.23692321777344,530.9299926757812,43.92518615722656,136.77000427246094,186.75418090820312
